ep1,ep2,ep3,ep4,ep5,ep6,ep7,ep8
916.529846,895.012817,1389.085205,989.694885,911.732117,759.508789,1137.281128,1218.880127
886.805908,877.134033,1255.819092,929.596191,943.737549,734.503357,1115.899902,1164.778809
840.319824,890.956543,1225.254395,914.921021,916.093506,735.133545,1158.450928,1188.464355
851.141418,852.548523,1323.785767,888.477966,873.632568,726.121094,1168.449585,1145.515747
800.152039,898.978027,1305.516357,891.008545,884.086426,708.76239,1170.612671,1134.8927
828.156677,945.457458,1244.238892,907.46228,887.33606,717.120178,1213.874634,1143.886475
835.49054,967.893311,1200.060913,898.436401,887.827759,706.535645,1197.297852,1181.160278
821.917786,911.654846,1274.964233,908.661377,899.994934,742.369568,1201.99939,1088.936768
907.023865,920.897034,1313.492554,886.930664,887.221558,735.176941,1115.260864,1143.532227
849.100281,899.260254,1262.068848,901.654541,893.478516,749.410461,1141.586304,1178.310547
775.871155,887.124878,1257.896362,894.36731,908.551453,711.771179,1130.699829,1109.228882
770.85022,870.131836,1322.810547,857.444397,953.479126,724.472412,1120.713867,1079.179932
767.188721,881.072693,1244.133423,878.272766,954.731628,698.863831,1167.662354,1066.055054
771.475342,915.070557,1284.065552,911.408386,904.238159,688.033569,1155.218872,1172.425781
770.298401,885.617981,1264.546631,894.220947,908.699585,722.759521,1180.380859,1147.631104
830.3125,880.199097,1245.776611,884.605713,914.557129,745.608765,1157.057861,1177.2948
838.413269,876.981201,1342.492676,893.694763,931.216858,697.511963,1148.775269,1212.220459
850.511353,900.566589,1337.557129,919.227478,942.501953,711.352295,1159.148804,1188.973389
834.234131,909.154724,1291.406372,910.785522,876.267456,664.374207,1121.117188,1200.027222
773.592041,849.263855,1315.412842,936.158325,912.900208,723.557068,1147.568481,1211.500366
773.829346,852.177246,1248.102051,879.51062,906.455505,694.078552,1186.543579,1200.679688
804.100952,886.699219,1252.090088,909.376526,905.974121,719.323914,1130.936646,1175.635864
817.477966,909.946472,1274.12146,936.621826,941.365845,699.006836,1158.024658,1200.338623
773.824219,973.405762,1280.781372,1000.575745,862.691345,695.883423,1152.115234,1187.350586
769.032227,912.716858,1293.166382,881.091064,884.139221,668.191833,1134.287109,1169.362671
782.43042,870.617126,1266.809082,842.40332,894.12262,694.427185,1134.778564,1193.223267
786.958313,880.781921,1280.585938,872.8927,910.766968,712.407043,1143.927856,1150.921265
809.493347,917.939758,1300.2677,957.618103,925.451538,705.459412,1187.318481,1184.271118
823.674377,913.426453,1352.838379,945.989929,933.642151,667.714844,1170.853271,1137.277222
780.515137,947.056519,1294.266968,945.574097,897.544189,716.299133,1158.192627,1163.082397
809.86261,906.270752,1299.639648,916.045715,921.66626,732.189392,1200.512085,1201.557129
868.549561,979.91156,1303.570557,911.215759,903.065674,723.167297,1181.027466,1179.841431
808.323975,921.052979,1328.532104,933.172363,918.900635,694.077698,1167.411377,1161.749146
783.052429,949.634583,1293.358398,900.350647,869.552856,700.535522,1163.039429,1161.483032
796.737488,948.280396,1277.605469,904.628113,940.985718,693.812561,1103.661499,1168.276367
851.740051,978.2677,1277.768799,904.958496,919.856812,710.483276,1151.4552,1175.574707
761.043518,895.46991,1299.165771,880.28363,873.098022,701.634338,1213.829956,1174.688965
832.833496,895.781616,1290.545776,920.277222,924.398254,678.904907,1155.226318,1168.994141
802.184814,903.757874,1303.917969,931.732422,897.833069,699.94342,1163.764038,1160.97168
869.930969,916.039612,1313.487671,930.9646,866.325378,677.286499,1116.918823,1134.65625
814.288086,909.329163,1273.290894,909.079041,800.72821,686.646301,1118.613647,1243.057007
827.609497,901.145813,1256.249878,941.484985,859.706726,703.925232,1104.525146,1172.710449
751.897827,905.873169,1326.532227,916.552734,820.782959,690.210327,1127.107666,1199.534546
776.459106,956.417725,1316.172363,890.875183,872.229431,715.16272,1137.896973,1187.740967
772.075745,926.867188,1278.871582,895.310547,872.654968,660.089478,1144.026855,1215.71521
786.05127,974.913086,1285.060913,906.602966,858.209412,694.672852,1087.533447,1193.691528
766.186646,911.45813,1256.411377,892.321838,845.77948,711.021851,1106.813354,1199.19751
791.488159,883.917114,1316.16748,904.610962,868.589172,705.966064,1093.627686,1198.591919
793.851746,895.142273,1278.362305,832.54657,810.342102,689.901917,1091.089355,1181.134888
775.475464,893.018372,1332.298706,954.526672,826.510132,669.550415,1052.153442,1207.345703
771.471741,921.259521,1278.927124,880.93811,829.171997,730.866211,1111.610229,1192.024536
794.426331,924.526489,1268.573242,909.481812,887.259766,732.168762,1173.001709,1146.043701
754.356384,925.107361,1307.234131,843.56958,876.144714,771.955811,1156.723999,1202.825439
763.361938,898.188904,1267.323486,875.945496,840.381348,732.947998,1107.550659,1163.295044
781.16571,913.049561,1230.818726,824.395447,867.181091,724.671692,1165.909424,1171.001343
799.944885,911.936584,1316.043701,896.471802,838.149597,727.667908,1151.738892,1192.707764
773.203735,893.827454,1330.21167,868.157349,774.031006,727.818054,1186.994141,1230.985718
768.679199,881.528809,1287.175293,836.789795,840.830811,679.264709,1162.439331,1105.859741
805.384583,878.415039,1287.543213,883.658203,870.067932,651.992615,1129.445312,1148.61377
767.70752,970.526184,1268.472534,846.303955,862.413757,691.248901,1166.680054,1122.13623
808.547546,1004.796204,1302.998169,803.87085,837.192078,689.679016,1149.317383,1201.356567
905.201172,981.994934,1336.286255,881.896851,873.098083,675.124268,1137.917847,1174.503052
856.054626,946.220032,1332.453125,856.244873,850.880249,670.680481,1134.425537,1204.331177
869.283386,969.059143,1342.076782,837.7771,864.318298,692.46344,1126.151611,1243.953369
871.088135,912.771912,1321.643799,879.513062,888.184875,698.612915,1111.171143,1163.917725
811.492798,982.700684,1380.364746,863.369873,867.870056,656.027649,1177.079468,1181.140137
820.995544,918.72229,1379.660889,868.775024,866.158936,682.651001,1181.434326,1209.926514
819.429138,901.503479,1304.425903,821.789551,899.819397,652.272217,1114.115845,1175.261353
839.849487,919.697571,1343.931885,840.498779,877.283813,652.915527,1113.50293,1173.162598
882.297058,927.968079,1338.817505,886.99115,899.885132,639.593994,1130.081787,1182.705444
812.209045,987.755615,1338.634155,828.861206,934.307251,616.089966,1154.027588,1166.413696
855.691406,957.820984,1391.765991,816.191956,859.344666,696.736389,1176.28894,1186.070068
875.045959,956.912537,1337.655884,816.676575,853.77179,663.714539,1190.78186,1180.266724
783.161072,957.081238,1336.293579,804.335571,850.149475,658.067078,1117.10437,1137.640137
831.926636,928.768005,1294.533936,843.387451,871.665527,631.680359,1149.12854,1166.911255
805.348145,892.531067,1331.56665,844.478088,895.519958,637.542236,1206.697876,1116.196655
781.953796,957.388367,1371.678711,805.619751,888.75946,664.292358,1179.293823,1155.075439
749.842102,958.688904,1329.026245,811.574158,833.495361,612.796509,1140.531006,1088.616211
791.877502,966.188904,1330.487183,850.097656,843.636597,651.914185,1216.064331,1202.39856
794.257874,926.944031,1383.744385,901.801514,921.424316,653.153748,1192.880493,1213.322998
824.189087,949.328186,1385.622437,857.789734,888.976318,668.838379,1146.165039,1173.021973
846.548279,982.528076,1312.334717,885.834167,870.959595,647.228455,1191.722778,1162.38208
819.446594,981.225037,1357.545654,905.917053,823.040649,683.709045,1161.493652,1159.738159
792.174011,939.084961,1360.015869,931.222107,834.88501,675.434753,1266.739014,1227.428589
843.442932,936.481934,1330.559204,995.626038,881.888794,687.939209,1199.386108,1180.282959
790.338257,972.488037,1331.240234,895.169128,901.56073,737.402222,1152.188599,1251.508911
806.201233,913.078125,1369.603882,936.997009,862.905701,710.838257,1144.176514,1247.624756
810.60321,969.609741,1382.440796,923.082886,850.213989,667.219727,1111.412964,1220.085449
817.144409,966.810242,1342.462402,921.900208,855.389893,679.308289,1142.11438,1237.27356
784.155884,890.990723,1295.805908,913.491272,889.799805,641.408264,1096.970825,1246.640381
803.70575,938.766785,1284.563843,938.276184,837.781128,671.504333,1135.291016,1278.148926
796.609863,949.333374,1338.293335,978.043091,824.729187,679.920898,1070.789062,1245.851562
795.288086,935.248901,1367.620972,986.70697,835.793274,688.783997,1090.57312,1193.587158
791.007507,947.514893,1383.899048,965.363892,834.038391,685.612427,1034.096069,1303.220703
824.210693,929.903931,1392.522705,982.95697,850.527893,690.335022,1044.325317,1190.093018
855.537109,940.670532,1376.651123,999.619934,830.017029,714.295715,1101.505981,1223.87439
805.18158,896.212402,1314.688354,923.401917,889.62793,718.309143,1102.318115,1210.690063
795.0578,923.867737,1273.027954,929.418457,862.928833,716.334351,1085.710083,1251.255249
774.547485,926.891785,1390.177612,1023.347534,897.996765,671.539429,1124.082275,1262.56604
764.145386,912.397217,1445.845581,967.799622,894.403992,637.83606,1091.859985,1172.099487
805.640747,897.193542,1416.938721,971.502869,897.393616,611.955383,1112.438599,1181.543701
795.579651,906.276306,1445.249268,983.691284,861.014526,622.80896,1078.698608,1289.554443
791.475708,914.518188,1391.147583,952.516113,943.823547,635.584595,1068.409912,1210.658081
776.618713,909.907288,1492.20105,1022.066284,900.937134,666.794739,1141.712158,1212.828857
802.695007,916.608459,1481.885742,1054.096191,913.133484,632.858887,1155.997559,1265.12915
836.248718,890.0177,1467.97644,1015.00592,909.081238,591.763977,1187.615112,1246.230591
803.739502,906.794006,1522.299438,1015.484009,923.433228,602.064514,1232.794922,1272.908936
841.124451,951.187622,1510.999268,1060.273193,844.877563,635.464844,1218.843262,1240.079224
808.000732,912.9328,1503.160034,1001.478271,881.924133,564.06781,1133.38501,1248.130127
817.026978,906.90686,1452.142822,1045.438232,881.518677,584.165588,1164.727661,1212.817627
857.432251,879.549927,1494.015381,1026.057739,904.545776,597.166992,1148.168823,1213.004028
875.847961,867.8974,1577.787354,1004.215759,839.594116,642.609924,1145.007935,1207.292969
803.519226,870.39679,1612.454956,1004.651611,828.320679,585.708496,1133.771973,1196.222046
837.92749,879.505249,1609.96106,1061.483032,894.441406,629.749817,1106.102295,1216.118774
837.89502,894.299866,1573.865845,1064.373779,949.918274,663.254883,1184.247559,1323.09021
908.918396,932.541687,1623.718994,1056.522705,941.434204,683.551331,1155.193237,1238.84375
855.86853,927.568298,1595.507324,1019.40271,934.376465,674.077576,1179.633789,1274.45459
900.811218,924.811035,1596.943359,1093.510986,888.299255,646.704041,1229.173584,1311.794922
848.583252,949.12085,1656.514038,1051.70105,934.746094,641.413025,1178.12793,1260.930786
873.783936,946.052429,1559.974976,1083.668213,898.643921,707.418213,1168.95459,1284.362305
815.429199,938.204895,1559.290405,1042.754517,966.203857,675.112671,1246.145386,1238.466553
859.348694,925.226013,1526.824097,1028.960327,941.179016,663.560364,1247.015137,1231.083618
848.979004,956.017334,1532.898804,1077.539062,897.38623,699.375,1211.257324,1313.645996
854.824158,953.484192,1523.631958,994.734863,880.913147,684.1875,1217.505249,1296.526489
846.416992,978.29834,1543.103882,950.546997,918.174255,671.316101,1128.640015,1277.269409
912.923096,955.042847,1539.776367,976.640747,886.674133,685.054199,1075.228394,1287.364624
867.430481,956.04718,1530.959961,995.779663,886.673706,665.801697,1059.671021,1298.460938
903.667236,903.372131,1553.745361,938.540283,908.175476,628.664795,1072.875366,1265.106689
817.236206,948.343506,1532.004883,996.892151,845.004578,634.072632,987.222778,1303.672974
898.642517,930.75824,1491.699463,927.241028,875.344666,631.903198,1084.976318,1277.073608
932.320374,945.581299,1471.812622,956.955139,912.678589,625.987,1122.552124,1331.652344
937.795837,942.661743,1429.37207,911.164307,921.235535,671.169189,1092.278931,1299.697632
889.826599,948.544373,1419.388306,890.173523,911.163513,689.521729,1083.620605,1337.043701
864.710571,851.561646,1418.219849,887.553833,987.417725,686.765259,1092.151733,1327.213501
859.311462,898.334534,1416.375488,922.130676,970.329468,643.666382,1096.583374,1393.571899
851.657043,881.961731,1385.05835,876.313477,943.729797,642.129578,1136.444458,1331.706299
870.948059,942.998108,1394.272461,932.630005,941.422058,688.563538,1178.110718,1342.695068
843.92688,919.241333,1409.497925,863.350708,967.900024,643.828186,1129.388306,1338.227905
795.739197,917.808228,1332.865967,838.064514,902.914551,629.307495,1148.73291,1304.442627
872.045227,913.042847,1442.01355,880.636353,898.59021,638.908325,1218.954956,1309.727173
868.162231,912.638733,1457.910645,864.302795,871.38269,653.229309,1161.090942,1294.995972
816.463196,892.499084,1353.179932,857.757751,943.710083,631.591187,1159.195312,1290.993408
852.671875,948.670349,1361.295776,860.965027,935.146423,616.374512,1157.806641,1300.908813
832.365173,929.838318,1379.778442,870.285889,904.190308,690.347534,1147.196533,1328.29895
787.772095,939.261963,1438.807251,893.250488,892.567993,688.989868,1130.752197,1282.552856
788.047729,863.441589,1497.245239,854.720581,931.364868,657.148071,1082.810791,1248.588013
856.978149,925.851196,1431.501099,865.721375,897.87085,691.457642,1161.19458,1259.040771
854.952637,969.714539,1403.899292,864.242798,937.456665,674.957031,1130.286621,1306.058472
844.835144,909.492798,1369.88269,855.105164,848.785461,582.255188,1081.180176,1239.571533
831.338135,969.305847,1471.479614,922.623047,957.742615,687.086548,1124.763916,1365.44519
826.267212,966.360168,1434.26355,829.289124,894.49707,683.305542,1109.789795,1376.279541
847.064331,966.269409,1425.380859,883.637512,950.97876,679.48114,1140.364746,1330.42688
874.78772,943.358093,1470.591797,830.703491,911.976501,647.934082,1139.4646,1305.343994
869.576172,948.289551,1507.103882,843.823608,930.952454,665.543152,1074.668945,1276.924927
874.558228,958.934998,1477.019531,890.549805,906.499695,625.335266,1044.104492,1324.555786
896.596436,950.832031,1490.876709,878.419312,918.451538,643.431396,1086.54895,1304.700928
889.332947,927.891235,1528.231323,899.139038,968.770691,615.143616,1124.379517,1322.85791
898.392456,984.805847,1521.013428,830.114868,951.395325,613.562012,1099.775269,1296.658203
929.758423,949.541809,1586.05835,850.232239,932.506775,628.599792,1107.095459,1265.277344
917.313904,973.870056,1607.539795,918.983215,931.370361,683.39502,1088.036255,1348.496338
879.576843,884.646606,1554.145752,910.487061,962.525879,694.286987,1036.674072,1316.132324
892.97229,921.194214,1575.399658,969.988098,881.160767,657.13623,1073.861694,1368.047363
924.350525,939.526733,1599.309937,953.422852,885.091003,696.531555,1026.517212,1340.771484
901.833008,924.693054,1602.081299,912.787781,890.013672,632.221619,1068.967163,1360.111572
938.771912,899.002869,1652.792847,924.264954,917.240479,677.723938,1053.091797,1439.717407
895.642944,938.035889,1581.543579,967.505615,876.430786,715.991089,1152.520996,1387.703979
932.989624,950.994751,1601.285645,950.537109,887.593384,672.837585,1139.230469,1403.155762
871.208923,902.592163,1622.879639,952.352417,848.690674,675.833313,1079.836914,1431.89624
927.675476,943.451355,1623.093872,910.390869,949.449585,674.081909,1134.891602,1367.775269
896.711426,957.682983,1621.40625,927.495239,943.057861,667.889954,1184.156372,1435.393677
865.679443,922.550049,1624.565186,958.452515,878.595276,679.375183,1150.734863,1398.16333
909.657593,904.387451,1569.158936,915.576904,886.574707,672.366394,1115.187744,1403.018066
886.456848,920.518982,1581.477783,919.105225,940.508118,655.525757,1067.214355,1423.550049
908.900452,952.404846,1631.326904,905.655334,947.591309,666.337158,1145.973511,1339.934448
893.301331,930.047668,1581.490845,955.424316,979.492615,701.756836,1193.74292,1407.565796
879.961365,838.26532,1640.922241,964.370789,922.1745,612.593506,1172.694336,1356.17688
881.283997,912.960693,1590.354858,999.283813,981.864441,661.188599,1141.295898,1362.706543
889.625916,923.324036,1561.520386,980.821838,988.57959,674.632019,1164.603394,1397.3302
917.846436,928.145142,1542.345581,963.129272,1066.337158,715.150146,1133.038208,1322.062256
888.087646,924.276245,1528.972168,969.245056,973.860779,720.809082,1068.749634,1327.193848
950.698853,979.323792,1583.052979,957.633789,995.341553,674.12146,1149.318604,1367.998535
891.803406,912.431091,1548.218872,965.065369,1023.434265,674.882507,1098.320679,1336.224121
925.791809,972.844666,1608.819092,986.216675,1000.281311,706.903931,1129.013916,1419.646973
926.211121,935.783325,1589.998779,954.505493,1055.428223,704.967346,1207.891479,1326.245728
907.372559,920.523315,1577.214844,958.81189,996.55658,709.131958,1163.390991,1375.401489
919.99054,951.699402,1597.808105,966.079346,928.121216,683.680542,1168.66748,1339.16333
946.104797,981.754639,1580.972046,983.13269,1013.242859,681.742981,1231.460449,1330.330688
945.125,970.601624,1507.238037,973.694153,933.101562,680.077087,1175.283325,1333.639038
902.954102,909.717346,1464.196289,942.939087,954.054565,696.586365,1111.717285,1402.669067
902.312378,897.99231,1526.438354,949.049072,989.995361,692.364075,1086.650513,1395.407837
846.304016,969.795654,1524.861694,986.036438,937.571045,655.558533,1166.94165,1369.597046
937.538635,909.525879,1478.55542,951.940552,935.274597,672.702759,1148.43689,1425.232788
940.588745,890.869507,1470.074097,976.890808,933.752686,685.6026,1194.874023,1461.388306
894.366821,902.712036,1544.341919,931.831299,955.026489,670.591919,1246.813965,1380.964844
883.45697,935.287476,1514.451416,969.643738,929.217651,609.7677,1191.797607,1428.024414
901.044128,958.799744,1541.980835,981.824585,916.360474,663.873779,1165.253052,1408.585815
941.112244,927.134155,1494.604126,901.830261,901.340759,647.511169,1132.621094,1392.981323
837.211487,903.41095,1434.463135,950.995239,915.982239,639.554504,1117.367676,1396.811646
892.687866,815.081787,1496.72876,950.926941,946.274353,671.404053,1176.672241,1389.266357
845.115295,808.496338,1435.932007,923.74054,953.485107,653.395569,1095.302734,1392.91394
900.917603,870.135864,1466.353638,973.926819,975.686584,657.733704,1234.842285,1364.858643
920.880188,830.444824,1419.535767,951.492493,1021.973511,642.873962,1225.148193,1342.004395
902.005493,848.599304,1482.453979,954.506348,991.755554,658.587219,1165.149414,1314.776123
847.002136,888.777527,1435.765259,948.193726,1005.174377,690.513367,1162.170044,1341.893066
851.806091,885.352661,1437.059814,933.337097,949.910034,680.30188,1122.172729,1351.87207
871.55127,907.889648,1534.271606,979.820801,1014.065735,665.826294,1164.850464,1406.434326
847.914795,837.813354,1464.137573,965.592896,976.655518,686.972534,1152.887329,1395.748779
877.136536,867.152649,1578.19397,936.08551,1032.297119,731.855835,1208.586182,1420.994385
804.987915,873.84436,1564.694092,951.51709,1006.548096,674.197998,1188.306885,1357.329102
826.593689,934.483704,1563.026489,934.944763,1049.492676,708.853088,1122.411011,1440.930298
861.503784,861.821106,1523.445312,961.774536,1028.02478,712.975647,1192.520386,1358.619995
862.083984,916.813171,1435.443726,958.378967,992.391846,679.540161,1159.444946,1358.556641
834.434875,882.840027,1497.964355,972.152832,1044.964111,698.450562,1166.440674,1341.060425
854.779358,829.143433,1515.042969,942.399658,1045.464111,749.592651,1191.582886,1384.018188
895.072693,825.266418,1481.331909,952.312683,1028.62207,751.429077,1113.360107,1361.793457
852.226379,866.552063,1498.514771,962.796631,1030.817749,688.858765,1168.694214,1361.566406
867.512207,849.196655,1554.447876,965.329407,1008.459961,669.039734,1178.003174,1349.460938
875.825439,898.083496,1501.708618,921.891296,988.108704,702.524109,1184.309937,1404.178833
889.618958,911.971069,1606.734985,937.677429,977.789185,766.671265,1165.480469,1451.72583
907.104309,880.732117,1477.452026,936.748291,1054.093262,708.251831,1189.599976,1402.187134
877.600037,885.194641,1512.901245,922.23584,982.912231,711.957581,1125.567261,1386.000244
879.355103,870.079224,1528.572266,964.418945,969.195862,703.016785,1140.286011,1443.944946
825.703369,865.952881,1483.568359,996.422241,1014.275146,720.596191,1116.614014,1399.706299
890.957153,933.091187,1550.603149,940.474915,1046.832642,762.300659,1128.464966,1399.387939
868.499695,869.175293,1559.549561,916.590332,929.079651,667.319885,1124.099487,1375.662231
863.027405,906.853577,1513.613525,898.656616,925.515564,677.261475,1135.318848,1333.149292
840.329041,901.617981,1576.208496,890.513428,987.209717,670.069336,1114.551514,1417.417603
861.795288,915.305725,1484.772461,891.585632,989.570496,699.000183,1149.774414,1369.618164
842.586609,897.177185,1468.757935,878.33313,905.063232,671.593384,1153.562622,1450.887329
902.833008,889.069458,1524.524536,844.770508,957.524414,720.550598,1165.195435,1452.258423
921.392456,911.749756,1447.456299,910.329041,959.647156,772.892822,1102.877563,1426.389404
894.491821,880.159729,1428.465698,918.42688,1058.602905,689.451416,1166.121704,1374.775513
927.243286,883.839966,1453.269897,902.818604,1001.278687,724.559143,1126.597168,1375.424927
958.901245,826.586243,1411.054932,916.769775,1016.321106,719.14917,1212.883789,1404.361206
895.713074,885.914429,1466.983765,871.613464,986.160767,739.636841,1178.337158,1389.76355
941.903076,954.195007,1431.25293,877.883301,969.364136,750.684875,1230.11731,1468.028809
905.746155,906.708984,1499.491821,863.355835,1000.338745,743.787292,1185.858032,1417.400513
942.666809,830.694824,1439.487427,878.368347,965.412109,654.188904,1218.720215,1408.792725
952.566528,892.207764,1441.985718,913.272461,934.626343,712.745605,1197.587769,1473.71875
933.601013,887.282104,1570.213379,991.533081,996.937317,704.903931,1085.12439,1372.284058
959.767761,893.129272,1550.173828,1012.06189,952.531372,757.384155,1128.49231,1375.429321
882.339233,847.530945,1493.803833,960.053101,932.393311,735.1521,1087.09668,1413.493896
847.838318,840.977051,1522.565674,972.161011,958.309387,742.842468,1112.678467,1346.766846
891.962585,779.790771,1515.105347,1016.31897,984.299194,697.522644,1143.281128,1340.991943
943.306702,834.854004,1512.55481,964.273376,917.187378,700.369019,1116.848633,1312.292725
922.22113,812.893616,1527.265991,958.978516,920.823547,643.576233,1179.962158,1261.509033
