ep1,ep2,ep3,ep4,ep5,ep6,ep7,ep8
755.881714,685.927185,1206.423096,922.067505,715.20166,793.521606,1165.964355,996.198792
818.879517,653.4729,1224.183838,933.358826,722.584534,704.071777,1153.966553,1014.634094
770.175354,651.517944,1199.599121,924.774048,708.882812,735.154419,1110.095215,1015.706543
828.338867,616.595215,1216.653564,910.487976,747.47229,729.879028,1157.111084,988.308777
805.379456,633.942444,1230.790039,945.462769,719.286072,706.664673,1164.109619,1028.518433
880.772217,649.865173,1307.233643,944.607239,759.156738,748.466125,1160.877563,1036.336914
828.294617,640.885742,1262.253784,904.980896,749.315491,731.820618,1173.025391,1012.584473
801.206543,621.771606,1266.938232,940.25238,719.68811,716.643494,1146.231445,994.191223
819.846863,651.632935,1245.458862,912.568604,766.079346,743.798645,1180.857422,1023.081299
811.734924,602.076721,1265.112915,901.614441,709.728577,749.136414,1177.03064,959.336731
770.250916,651.817932,1260.593262,926.317688,693.678345,700.014893,1196.158936,1022.153748
747.080444,618.052429,1225.143555,922.809998,692.182922,722.781433,1220.982544,1008.45166
786.712952,644.845398,1289.561646,928.765198,680.818237,726.952637,1188.199463,1013.106323
786.298157,615.393921,1295.674194,963.184326,678.263245,719.043457,1164.933105,1069.771118
794.250793,638.574951,1300.744385,933.300354,705.070251,716.144897,1228.005737,1004.041809
759.218811,640.492371,1265.396973,942.788391,698.539856,703.004333,1209.389771,1001.75415
732.987183,632.058716,1266.636719,953.774719,649.560913,757.357849,1205.543823,1006.747559
774.09082,612.000732,1237.384277,973.523315,698.834961,728.35321,1238.659912,1016.828064
755.988647,639.388184,1236.787964,949.609314,690.289062,709.832153,1199.579468,977.993164
805.728271,607.693176,1225.540771,977.057556,691.56134,693.151123,1238.703369,1009.101013
750.633301,603.856934,1228.604248,962.258057,657.56543,730.620117,1263.423218,1009.561829
763.387512,652.405518,1250.645996,982.458069,718.013794,709.126404,1225.258789,981.720215
788.255371,641.588135,1256.669678,994.261475,711.204773,715.421875,1187.651367,1004.308533
770.970032,630.997742,1180.09436,992.72168,686.11322,686.746094,1237.543091,963.589722
764.628113,629.72644,1273.544067,951.52948,696.577332,729.373596,1201.657349,997.771606
801.983276,638.384583,1244.739746,997.606567,769.527161,700.194153,1216.476807,1068.810669
800.22406,592.970886,1239.238892,962.777039,719.813599,725.9328,1207.794922,1044.560669
810.366516,594.374084,1251.819702,959.57196,714.291382,724.252197,1217.475708,988.177429
793.170593,615.738525,1252.83252,888.853516,703.432556,694.125183,1165.483887,1058.20874
812.130127,598.720337,1263.349609,928.954163,695.006653,771.012268,1229.171875,1040.439331
833.539368,639.793457,1264.956665,940.714905,695.977844,712.385132,1220.048096,1049.158081
809.228516,655.426575,1212.592285,931.850769,659.497009,701.351501,1222.065308,1051.519043
798.418945,664.940308,1214.556641,903.207458,651.581299,721.488342,1182.521851,1052.365967
801.507202,607.720276,1210.561157,898.184692,635.281982,701.032776,1141.343994,998.083496
818.08551,616.715576,1210.546265,917.863464,648.246765,697.248962,1198.554443,1033.558716
831.608887,635.300537,1199.002441,927.403748,685.082214,703.857483,1240.317261,1027.711914
775.707703,651.338684,1175.125366,934.800964,684.875793,700.366089,1236.098022,980.285767
790.67572,629.255737,1235.457031,924.557678,661.654785,700.865784,1152.590454,1058.075928
837.934692,652.776062,1237.887573,948.966309,728.998962,729.376282,1225.631836,1013.449585
777.450989,620.186829,1219.130249,943.518677,670.006958,693.330078,1209.69519,1013.994629
826.250183,647.296326,1207.464966,979.52301,680.96991,713.142273,1200.197876,1074.059692
831.315247,613.556824,1214.989746,989.37085,728.51001,688.565613,1255.120239,1047.724976
813.26825,607.876831,1223.200562,978.758362,702.666687,708.800903,1215.03125,1032.57251
816.867615,653.277832,1198.661987,975.752502,700.368042,730.154053,1217.550171,1068.303955
821.553589,615.63208,1209.330444,967.365845,747.267151,716.535278,1195.500854,1077.355347
805.659607,646.597412,1170.168823,1008.072205,696.111389,740.498779,1265.190186,1014.282104
814.898438,624.92334,1204.838867,948.972412,706.529358,745.65979,1265.055664,981.441833
805.006104,629.696106,1186.846191,995.634766,708.631531,711.978455,1199.78833,1037.083862
820.250305,614.162292,1199.408325,945.964478,701.022034,717.785034,1216.892212,995.453674
788.531372,639.179688,1226.785767,984.041382,745.13562,750.389954,1233.296021,987.647339
841.056885,634.711853,1265.389282,947.654053,734.559998,706.378906,1198.029541,1011.194885
783.027466,656.778625,1238.540161,958.641357,701.232788,735.180359,1196.772217,1022.766113
800.247559,650.954102,1275.340332,931.358276,660.023071,718.426331,1154.731201,1044.557739
820.342163,618.978882,1232.67627,922.476746,690.600037,731.558044,1181.185913,1034.479126
830.169067,622.607056,1231.384155,921.69873,649.55188,724.428833,1207.550415,1061.810425
795.778442,661.339783,1233.773682,928.183594,689.929382,697.919312,1162.654663,1053.759399
813.028381,626.771362,1253.476685,935.76239,714.327209,704.194763,1178.593628,984.254761
855.455505,625.31427,1238.143433,962.817993,732.202515,735.557129,1200.154053,1029.981445
833.87439,638.432617,1232.850586,988.404114,678.50708,721.320496,1161.290771,1056.427246
825.294067,640.09668,1230.375977,917.034851,671.353577,692.304932,1144.733887,1031.873291
849.368408,606.999817,1223.380859,912.040466,656.72522,689.97113,1144.693726,1084.253906
902.529785,647.087341,1207.464111,959.356323,690.087097,653.622681,1139.510132,1053.566406
884.116211,637.932617,1205.276978,981.588318,659.752991,727.677429,1107.722046,1029.639771
871.587646,650.181519,1219.173584,994.104431,688.041138,681.243774,1114.86853,1069.339722
910.936523,649.728882,1265.883179,1046.713745,706.846985,729.47052,1124.535522,1012.851196
880.536255,635.487305,1222.005737,949.644104,722.233215,739.292542,1141.490967,1042.91687
869.191101,639.781555,1159.690063,932.876953,690.002991,713.557068,1172.260498,1030.099365
840.125427,630.302429,1225.530518,900.619446,740.171021,691.610962,1203.950073,1025.76062
856.166077,645.169128,1242.246948,926.368713,715.966919,705.893677,1186.512085,1029.514771
869.34082,607.014221,1246.577148,958.558838,719.713257,731.506409,1122.196289,973.210999
870.886292,621.711975,1199.865967,934.915283,742.951172,716.17218,1178.085449,1047.575562
793.098694,627.597595,1192.671753,945.480225,718.97998,688.879883,1162.953369,1004.460938
801.76062,631.33783,1205.619629,903.840515,736.412109,701.550598,1184.791748,1002.982361
868.690002,619.653503,1175.700684,938.517822,854.010376,715.038574,1189.011108,1016.879822
875.087463,610.286255,1193.710449,892.900391,757.367432,779.968323,1145.495605,1072.50354
878.889526,627.85437,1192.860596,905.205627,795.853455,699.135132,1141.214844,1094.024902
901.024536,577.691589,1188.879272,929.046082,793.868469,728.528381,1191.686035,1013.636169
913.809143,660.653137,1140.07666,939.861572,775.586792,692.409973,1168.634155,1015.387695
893.401611,635.364868,1211.158569,922.476562,714.065002,660.432007,1080.13147,1029.514038
871.614685,622.644348,1215.156616,945.980103,714.154907,669.917419,1167.192993,1039.291382
847.743347,630.292847,1199.895386,871.594788,733.956543,663.71698,1139.573608,1003.141724
881.073608,661.24176,1169.169678,909.460938,803.475586,679.940308,1157.833374,1034.614746
864.934937,660.02179,1202.651123,915.837769,776.87146,683.294678,1108.019775,1050.427856
898.081299,648.282715,1195.332031,901.256042,777.435059,682.495911,1189.945679,980.106201
860.456604,637.610107,1185.504028,893.991577,762.993774,678.05835,1163.245361,1068.753418
837.590454,626.15918,1195.09436,907.602966,742.629211,685.085815,1106.379517,1062.355835
863.6828,653.935608,1205.568481,876.303833,746.098206,694.447083,1086.532471,1061.588013
764.290527,648.031067,1229.865601,899.237122,664.640198,684.541077,1114.131958,1089.026245
776.182556,624.474121,1190.374023,918.556213,717.631348,711.599792,1112.605469,1084.560303
774.363403,627.43512,1163.180664,918.30481,697.999023,686.62677,1159.466553,1095.200317
750.809998,635.663086,1175.163818,852.434021,645.816895,716.986206,1219.947021,1052.720459
756.864197,658.498474,1259.897705,924.530396,653.920166,719.489746,1122.650635,1109.291626
776.270813,637.906555,1176.884766,971.686462,669.008118,695.090637,1145.014648,1002.124207
801.849487,623.715149,1148.673096,927.922791,693.43219,676.711975,1113.532227,1030.276978
749.076477,638.541199,1202.125366,991.414368,725.300964,712.309937,1121.129639,1053.224976
744.401794,660.990295,1177.18689,965.864685,665.359009,691.885864,1141.42981,1025.036377
800.604431,663.443665,1166.231567,959.051575,696.634216,734.318726,1108.321777,1047.015381
808.34375,655.624756,1126.371948,932.786377,664.978271,728.551208,1151.879517,987.256897
842.255005,635.325623,1184.132568,973.678467,679.288208,696.956299,1146.406616,1067.175049
768.687744,642.731689,1170.432495,966.68158,627.355286,688.281311,1117.006592,1005.195374
792.992371,653.060303,1142.535645,976.699768,646.355469,687.7547,1127.658569,987.417297
782.065308,609.757263,1177.812012,934.564758,639.814697,674.403442,1121.498535,1005.829956
798.460876,640.172852,1207.320801,947.969971,628.967285,668.037415,1134.971191,1051.216797
798.01416,663.801941,1148.115112,972.283875,677.598328,721.341614,1135.298218,1064.332764
757.482483,632.769287,1166.762207,930.69928,648.603149,701.453857,1115.737183,1029.271118
766.590454,649.49353,1208.883423,952.333191,617.646179,716.65094,1186.665527,1012.846619
760.863281,668.362,1187.061646,981.986877,611.3974,663.703552,1121.253052,1047.133301
790.652893,628.106384,1192.659424,956.287903,598.667969,692.677063,1174.005005,998.750793
829.637146,639.757263,1195.658569,974.439209,670.914978,711.236755,1171.467041,974.007385
793.557251,652.825134,1138.62561,910.18396,708.445374,694.536011,1158.058838,1028.789795
830.005798,639.251282,1166.392822,971.129272,738.859558,682.028015,1180.863647,1032.436401
825.514343,638.152466,1148.963989,942.415894,684.309326,692.215637,1183.959839,976.466431
823.544617,643.469055,1177.977295,959.467224,692.948181,683.158203,1143.314331,1039.515503
828.050293,643.377502,1163.000366,1000.087708,707.485107,703.380432,1139.735596,1022.251099
876.043274,648.267273,1127.870972,993.619812,742.617615,685.589294,1185.510254,989.227783
856.801697,641.400635,1190.146729,948.741882,713.66449,679.199524,1221.953125,983.717468
759.837585,625.870789,1203.540039,965.005371,689.097168,680.80719,1146.739258,962.156494
803.194885,641.115967,1193.876221,977.480835,717.404907,669.796143,1216.180054,983.823669
817.429932,604.000854,1221.499512,959.381165,665.85437,694.858948,1184.445312,1010.513855
753.717285,615.120361,1205.785645,956.00769,688.575623,679.018066,1186.259521,980.845642
734.386414,618.013428,1211.308838,940.38739,632.646912,645.940552,1188.621094,968.429504
752.334045,622.192261,1170.322021,905.258301,671.383179,653.653259,1183.70105,950.037964
773.032654,637.277893,1214.337036,907.450989,656.517761,680.051453,1198.384277,1036.279541
742.869873,608.548645,1192.650879,1015.66803,742.944641,674.490479,1220.131592,974.399109
741.520203,621.482605,1224.95874,914.335449,736.086182,658.485779,1182.97998,937.521179
752.341858,617.869385,1215.372192,946.613708,732.886536,681.324829,1192.252441,985.506653
764.77179,624.694336,1203.980591,954.132446,712.528992,662.288879,1129.632568,981.463257
748.576111,614.627869,1256.60144,992.234802,691.464539,681.327759,1186.852783,971.853027
762.292969,656.10614,1263.50354,1005.132202,746.950562,676.606262,1149.048462,924.665833
768.65863,603.432373,1232.619019,1021.880859,717.10791,656.60614,1164.014648,1031.224854
747.417236,614.993958,1191.013672,991.110779,659.229126,717.452759,1160.815918,998.473267
720.126709,599.954834,1166.937256,915.814514,655.556885,692.836731,1135.587524,930.009644
804.679138,637.25946,1177.606689,942.099854,654.435913,695.855835,1195.285889,962.587891
799.578247,633.442078,1145.377808,921.579773,680.154968,718.322754,1202.390747,1034.480713
770.910828,639.830811,1132.038574,954.955017,645.554321,681.931274,1175.138306,1037.501831
735.326355,629.709229,1132.832031,925.2453,662.85907,720.409912,1149.380737,1013.88269
707.591309,616.212341,1281.401978,1001.199036,615.154846,702.682373,1176.057739,1004.295959
740.694031,597.079041,1241.16626,1061.956909,710.388611,707.793823,1189.643433,1021.793945
756.240479,614.097961,1203.126221,1050.013062,736.815308,731.034302,1245.466187,1011.074036
779.914185,585.056335,1256.141479,1097.403442,713.58551,732.23114,1285.112183,1083.36792
781.775818,647.675903,1239.470703,1046.184082,714.815674,686.376221,1208.405396,1096.207031
780.736267,630.177917,1209.007935,1046.774536,706.072388,691.096069,1220.403687,1133.282227
782.009094,587.425354,1225.217529,1040.514404,694.445496,692.907715,1212.294067,1026.054443
722.506409,613.864685,1209.325317,1065.769531,667.802429,684.420349,1203.671021,975.490295
780.703308,602.060852,1202.818359,1034.295898,699.872986,713.938049,1158.54541,1078.947388
745.267456,604.240723,1179.352905,985.096558,640.263977,691.339294,1128.907837,943.138062
764.469604,591.087463,1157.480835,1051.085693,652.065491,714.443298,1166.297974,921.616882
742.363464,600.66156,1141.686768,1053.453247,615.186096,699.890869,1166.101807,963.778748
754.682983,625.41687,1188.443726,1087.602417,654.516113,680.39856,1175.433105,998.543884
724.244934,602.91449,1219.773071,1072.526367,670.042603,666.485779,1165.043701,1023.960632
755.818604,626.243896,1188.875244,1056.368774,663.868103,661.154846,1149.942627,993.918823
729.473816,622.600037,1213.433472,1086.780884,626.88269,695.729187,1201.722534,1049.699219
772.216431,633.293701,1226.471436,1082.590454,647.760498,680.719849,1189.018555,1063.029175
769.589111,618.013672,1244.477051,1089.620361,701.907959,692.215881,1144.481934,1030.522583
754.227661,601.878479,1205.407349,1156.155884,652.809814,663.677002,1214.176636,1054.831543
706.609863,637.254639,1238.741577,1058.934937,655.046021,702.344238,1217.630615,1045.701538
772.767456,623.137146,1233.625,1039.722168,658.834045,695.940308,1200.639771,980.727905
764.829102,622.409363,1268.906372,1081.322876,643.14032,712.913391,1191.153564,1003.530212
788.106506,593.775696,1243.487305,997.650391,608.747131,655.37146,1175.752319,968.554077
799.8974,634.157349,1208.07666,1066.05542,667.896484,680.2724,1156.487915,977.117188
787.013855,619.769409,1231.268677,1034.580078,683.522583,671.963196,1158.898926,964.738892
794.819275,626.620605,1219.499878,1030.083862,640.889648,668.922729,1175.787109,968.449768
768.794556,612.933044,1238.458252,1066.988525,615.203979,666.4776,1213.797974,993.630798
724.35022,622.067993,1227.044434,1085.186035,618.823547,667.253967,1186.307983,953.13623
750.086365,615.3526,1224.858887,1068.572021,598.102112,667.239929,1200.43689,940.275146
730.695923,626.53656,1232.728149,1113.976807,635.578369,677.829529,1255.752808,993.314575
738.239441,596.677673,1203.59729,1049.068359,661.016235,715.654541,1134.062744,977.177856
811.055237,624.230164,1204.365479,1088.045044,634.983643,688.828491,1149.770264,978.037354
724.975098,628.477722,1205.834717,1101.108765,647.044983,671.410522,1200.650635,966.130493
722.896545,624.458496,1202.986572,1083.828247,683.734802,679.242859,1190.622925,988.257446
759.021301,604.976746,1201.116699,1071.727051,665.829163,688.378845,1145.860352,984.983887
834.959106,644.55658,1224.327026,1042.313721,655.477722,703.92688,1165.496826,1011.552368
797.970276,626.111694,1212.074219,1065.482178,681.450073,678.910889,1105.264282,1042.09021
787.765991,623.626953,1233.50061,1111.520142,673.117798,650.871582,1135.921509,1006.229065
803.797607,627.524841,1195.908203,1139.772949,735.081909,668.449707,1190.958984,977.618164
782.00824,669.898315,1220.592407,1086.08252,660.917969,676.061157,1118.432983,996.881042
773.070862,621.927368,1205.8573,1094.412964,651.533752,646.797791,1167.069946,1035.467773
855.976013,612.571716,1327.583008,1156.22644,686.868408,692.920654,1200.900269,978.626038
746.466492,623.539062,1207.036011,1188.049438,630.457336,610.216125,1199.73938,994.203003
755.706787,614.634399,1250.256592,1189.778442,618.281555,627.718445,1214.337036,1055.558716
749.291443,597.756226,1223.873779,1069.525391,611.263123,667.822021,1207.101196,967.003418
775.814636,611.564697,1209.80188,1113.763672,636.993103,641.664307,1198.6604,1053.078003
734.547913,627.146545,1228.750854,1122.91272,564.548401,671.083557,1203.012817,1024.052612
799.651367,630.16394,1193.101807,1136.598633,684.9104,637.088074,1169.113159,980.282288
765.482361,631.118347,1231.623047,1123.946777,671.394043,625.253723,1078.405151,986.156738
859.018677,618.32135,1259.276978,1139.487427,654.800537,623.754517,1113.184326,1010.082336
803.156982,612.73175,1192.745728,1074.401489,696.102295,636.055237,1100.883057,980.98822
827.501648,617.986206,1222.735962,1047.086914,683.60907,619.655212,1084.434082,999.656555
813.016846,587.167969,1207.787598,1078.163696,637.482117,609.710144,1139.657593,1005.507324
780.892334,605.956665,1214.521118,1086.333618,677.690674,619.992615,1165.887451,1045.435669
796.022461,612.479004,1235.091797,1053.097412,614.718567,618.492126,1184.756348,1015.447021
765.971802,598.762024,1254.699951,1051.322632,670.1474,672.459412,1197.37439,1115.056396
775.098511,591.062927,1255.421997,1053.769653,587.275391,646.444885,1090.541748,1037.265747
784.882385,582.784119,1269.020386,1103.871704,644.462585,660.669678,1104.089844,1015.758362
815.43927,636.53833,1217.677612,1087.521729,581.990356,628.561707,1153.348999,998.116699
846.994751,642.119934,1217.101562,1154.773193,618.230652,604.631958,1230.403931,1037.482544
842.607117,623.32666,1234.050293,1158.071411,605.375488,629.272766,1273.803345,1054.822876
869.440125,605.719482,1250.682983,1137.535767,631.821106,645.489685,1237.463989,1039.252441
832.714661,628.304993,1206.783813,1071.113281,578.150818,623.282898,1207.385376,1045.928345
821.475891,616.644043,1246.229858,1114.306274,586.695496,645.662415,1210.252686,1036.557495
821.055786,619.141174,1172.15564,1011.543213,628.097534,628.507935,1197.029297,1059.07312
791.553345,589.016602,1173.729004,1033.996948,604.896667,642.399292,1233.341797,1013.503357
798.446716,614.666016,1149.70874,1016.195862,623.597046,632.686646,1230.458984,1048.824829
865.914185,614.031067,1204.219116,1087.521606,638.173645,608.132996,1172.856812,1005.272461
811.04187,601.689026,1157.156738,1051.096802,628.129822,639.91394,1174.518921,1026.737671
769.438965,639.426208,1213.743408,1036.946167,602.170532,625.618225,1139.769531,1050.400513
789.157532,628.817932,1190.287109,1055.455688,615.913025,620.366272,1139.950317,1075.918945
771.264893,611.134277,1212.994507,1102.730713,577.155029,605.168884,1173.610474,983.060608
817.035156,607.205017,1172.368652,1042.403809,658.185547,674.330505,1158.480591,1064.891113
883.52655,599.084961,1160.437988,1048.967163,689.668274,614.365479,1108.538818,1005.221008
871.666443,611.065063,1249.873901,998.718018,682.04425,591.789856,1166.435547,1049.968872
870.354919,601.84259,1275.185791,968.295532,716.812317,622.664124,1157.265503,1033.192749
836.277405,606.796814,1294.460327,1018.690613,699.911926,634.781616,1193.233765,1045.252197
860.511475,598.462891,1159.985107,1021.473022,735.948425,611.921021,1158.309082,1076.903198
855.909851,630.172424,1198.589844,1006.561707,711.051208,634.206177,1214.243408,980.606995
840.110046,626.221497,1162.806763,1006.439392,684.082764,659.784485,1122.078003,959.55188
844.262878,664.293579,1158.893677,961.236572,678.057983,638.770569,1101.438599,984.760498
858.067322,640.305603,1218.183838,978.956787,675.921387,632.478699,1253.087524,1018.906555
843.175659,635.831055,1259.685303,954.593933,644.606201,620.727966,1200.381958,1030.180298
853.798035,636.509033,1230.188843,992.066528,641.39563,627.947937,1202.413086,1014.1745
831.786682,618.214355,1205.450073,963.875793,676.934326,618.435791,1169.230347,1056.446167
798.329407,628.404297,1191.087036,990.313416,696.424194,625.682373,1201.026733,1069.465454
792.946716,611.789062,1237.066162,1015.383057,686.157776,623.991577,1163.735474,1178.687256
812.612366,590.666687,1202.30957,968.795776,673.994751,654.343262,1181.732178,1036.373657
811.867065,632.308655,1218.917847,973.266846,661.359741,673.457886,1235.180298,1071.425781
808.798584,605.807312,1197.383423,952.324158,682.544495,682.833069,1268.411987,1057.089844
865.377625,612.281189,1274.171753,1007.546997,716.977417,665.697205,1163.279175,1001.559875
805.468872,613.62616,1287.215698,1045.975464,668.135193,695.889465,1171.113037,963.968079
829.690735,635.44989,1218.452759,1029.939331,689.225342,658.387451,1189.951172,964.413757
860.40625,610.458923,1322.875488,1034.914062,678.477966,701.758179,1202.467285,1031.39624
882.234131,619.48407,1175.055176,1017.325989,690.528503,689.469788,1282.60083,1006.78302
871.923218,603.523376,1259.484375,1032.059326,696.986633,658.099182,1200.705688,959.44635
854.113708,623.847595,1282.61145,993.316833,693.694153,696.070374,1203.677002,993.282837
875.856995,606.700806,1243.911865,1010.492004,679.665283,692.60022,1164.558228,995.780884
800.271423,645.551819,1179.542847,1004.347778,641.25531,676.398987,1178.071655,954.756714
816.218262,628.212585,1333.070312,1030.876343,628.152832,680.978271,1220.050415,1069.794922
820.917725,623.522095,1234.581909,968.457642,640.955627,645.075012,1209.963379,980.850159
824.764343,575.615479,1166.884277,970.66925,676.584229,663.736145,1270.467407,1009.981689
820.727722,564.9729,1314.953369,1023.406006,638.697693,686.768982,1288.831909,1013.590637
796.866211,626.041321,1356.775146,1074.047729,665.34845,659.446411,1277.492065,1046.574585
791.011108,615.775085,1261.183838,1069.037231,684.475952,663.900269,1246.008789,1055.699219
801.160889,649.186768,1262.861572,1076.071167,659.732788,625.468689,1249.261108,1081.461548
832.547119,638.847412,1257.701782,1105.105713,636.009399,673.549988,1282.694458,1024.553101
788.970703,656.187256,1246.051147,1046.89563,615.633606,635.748352,1216.130737,1071.855469
766.849915,690.674805,1208.837036,1031.72583,629.051514,678.619751,1231.333252,1063.252808
801.621277,657.995972,1278.952759,1083.755859,653.63916,673.90979,1321.669312,1025.58728
800.539734,639.786621,1290.610474,1037.721924,597.740051,668.742432,1268.342773,1014.247925
750.031494,655.717773,1253.989014,1045.85437,625.171326,695.775146,1161.409912,1066.384277
795.934326,621.61499,1269.104492,1011.503296,655.513672,678.071045,1192.275513,1020.182373
813.882629,612.6073,1251.35144,1001.296326,669.976624,723.424255,1253.592041,1061.208862
803.609924,639.884277,1242.34375,1019.567078,693.537537,667.547607,1199.961304,1037.590698
856.102112,657.352356,1235.569946,1070.161743,669.631226,682.102966,1231.019165,1061.322266
820.786316,630.590759,1241.55957,1047.731689,664.035583,664.790833,1278.645508,1134.898926
829.411438,637.776062,1220.321289,998.063904,648.245544,688.28363,1316.879028,1029.56543
791.823059,646.780945,1167.917358,1037.398682,631.697266,676.137207,1257.138306,1072.498535
827.689575,630.556946,1182.484009,952.654114,683.938721,687.580566,1227.569336,1031.341553
835.424438,624.802917,1220.220215,996.040894,700.963257,663.530823,1174.763794,1055.350342
783.903564,619.466919,1258.212891,996.653503,643.440491,683.748108,1155.715454,1045.179688
771.64325,644.697388,1195.17627,1000.511353,684.009644,752.748352,1200.307373,1055.326416
777.763123,653.581299,1188.700684,972.986694,651.727783,674.492493,1170.324585,1041.510376
797.336853,649.867859,1214.230469,958.100159,662.615356,697.665161,1186.491455,1031.092651
769.948486,640.79126,1202.973022,994.585632,610.285522,663.591858,1124.317627,988.878174
811.154358,630.310852,1236.389282,1016.452881,623.442993,648.060791,1134.345337,1018.72113
818.522217,619.366455,1227.723022,975.932312,661.006287,663.113281,1201.883667,1045.223267
814.649231,629.569519,1206.026855,1065.291016,643.821777,658.192566,1217.716064,1048.08374
835.598633,627.30188,1166.722412,996.124817,681.535339,635.324646,1181.109741,966.880737
783.789551,635.461304,1247.495239,989.74707,631.481628,715.365417,1179.492065,1046.208618
812.166382,617.739258,1195.796631,1039.909424,660.569214,656.695312,1231.443604,1093.909912
790.717468,608.559387,1224.321899,1010.016418,651.756348,671.130554,1143.358032,1111.144897
847.765442,637.131897,1224.245605,1001.699646,682.893921,625.994141,1184.8396,1092.835205
804.391479,652.661255,1242.175415,979.919495,601.329407,674.748108,1196.605347,1105.130859
827.255066,624.994995,1207.794312,971.159851,666.088623,666.792114,1170.906616,1125.489868
792.00824,658.922424,1211.487305,967.103943,682.955933,637.887573,1212.39563,1147.017822
791.894958,651.420654,1198.919922,951.378235,654.240845,655.035339,1159.632812,1108.94043
826.446106,610.865967,1254.67041,1035.915894,625.48584,621.824036,1180.197632,1064.722168
840.775757,602.909058,1166.462646,990.371399,643.082764,628.884766,1172.550781,1046.38916
820.325745,650.90033,1180.279053,984.388855,658.819092,635.135437,1179.505493,1074.989136
837.576599,634.836182,1192.166992,965.702271,638.93103,653.602234,1188.816406,1084.841187
853.663269,626.675659,1233.172729,994.246155,685.78363,634.871704,1166.15686,1091.978882
823.004395,617.97821,1190.169067,1003.061096,654.265747,619.753784,1201.152466,1084.073608
828.875488,630.443359,1197.069824,954.395569,659.352173,625.297302,1155.072876,1076.909546
835.823547,629.686707,1197.884521,1040.661499,657.750549,638.890564,1251.31958,1057.893433
833.224365,630.100586,1286.96228,1069.08728,642.459534,628.282288,1220.260376,1081.808594
827.171509,616.117554,1267.537476,1052.481689,651.374878,604.368591,1287.697388,1079.72522
807.588989,631.60199,1205.198242,1033.858154,626.666626,631.058899,1210.447998,1034.380127
845.802551,621.915833,1233.322388,1042.925171,618.565002,639.446655,1246.428345,1057.877441
792.005981,650.838684,1214.127075,1023.1828,640.370361,617.315125,1152.047729,1088.304077
818.97467,622.789673,1221.001221,1001.836731,628.271484,666.950562,1181.06189,1046.73291
789.936218,629.637817,1186.572266,1018.447083,597.22937,632.358459,1162.853516,1048.407227
810.836914,648.384888,1173.141968,1001.553223,606.897583,636.093872,1111.955078,1089.912354
835.695129,645.345398,1188.516602,1002.779297,580.325806,655.347168,1191.052979,1062.736694
788.222046,672.385986,1247.151489,1061.22998,593.116943,655.305176,1196.871948,1112.936035
796.984802,646.589233,1177.750854,967.210754,588.206726,668.131775,1185.72937,1043.228516
776.23291,632.198975,1253.387695,989.834106,590.421082,643.769104,1160.572998,1060.478516
792.981018,680.907288,1233.903809,1064.64502,574.768982,673.240906,1207.801514,1070.385864
801.69928,657.635559,1194.057129,1078.277588,583.126526,611.538635,1215.545654,1032.848999
788.16333,634.953552,1146.223267,986.228577,536.12207,666.736572,1251.28064,1056.525513
807.539917,634.240356,1174.65564,1020.177673,603.03302,696.188232,1211.658203,1105.083496
777.743469,620.137146,1165.985596,1020.782654,595.313293,689.213013,1219.319336,1007.557129
805.181519,632.29126,1192.063477,1029.9552,599.786377,674.326782,1203.695068,1037.464111
814.020325,638.28363,1195.278198,978.136353,629.286743,631.966309,1167.351074,1060.870728
728.866089,670.732239,1185.645874,1030.11084,585.136902,644.946228,1168.955688,1081.390015
684.917725,672.052429,1259.916016,970.609131,608.047729,717.305237,1227.024414,1062.312866
697.674316,647.466125,1240.568115,970.011353,621.372498,699.000488,1198.876587,1125.134888
740.161255,661.561401,1346.448364,969.917419,605.731995,710.608582,1193.791992,1074.143921
793.725037,672.769348,1255.862183,944.333374,674.499329,661.010559,1245.126221,1117.421265
725.115417,627.723633,1251.777344,971.626221,577.932312,651.399231,1165.899902,1066.428101
718.124573,625.215332,1233.254883,978.933899,570.882751,681.366638,1166.842285,1094.782715
758.991577,654.041382,1207.467041,1029.099731,579.900391,663.025696,1204.682617,1066.024658
753.073792,605.69397,1302.889893,1068.574219,638.745972,681.145203,1254.335693,1090.4729
817.415527,635.983093,1228.749512,1072.265869,607.211975,685.819397,1241.474365,1139.585693
837.840576,662.716553,1227.697144,1041.346436,626.687744,704.15033,1199.60022,1119.099854
835.133057,645.297546,1267.88855,1006.669128,623.419983,654.547302,1220.498535,1155.930908
788.052124,638.292053,1262.72522,949.769104,612.82074,700.074402,1195.140259,1081.034424
783.176941,689.440125,1250.438354,996.71228,631.164978,668.478455,1181.361938,1049.152832
810.167725,621.1922,1265.858887,1007.9245,626.685974,673.387878,1194.409546,1115.619751
805.953552,645.23291,1309.515015,1039.842041,623.845215,632.947144,1228.359863,1107.208862
788.526245,643.009155,1254.902954,973.707458,628.730225,650.421143,1232.152954,1010.565918
785.764954,619.197083,1310.004272,990.38324,651.099915,640.93689,1161.361084,1008.743591
715.932861,611.608459,1267.610962,997.231689,594.05957,688.87738,1158.684448,1041.559326
723.126404,618.280151,1268.95813,973.161804,574.022339,635.236877,1197.026978,1030.681152
724.253662,639.112793,1331.009888,979.572205,609.129028,677.522156,1240.183472,1033.970337
697.443665,602.792725,1288.293335,959.553711,573.83252,644.76709,1254.061157,979.812744
